Area_ID,Intersection_ID,Traffic_Volume,Road_Capacity_Utilization_Pct,Estimated_Road_Capacity,Average_Speed,Travel_Time_Index,Congestion_Level,Incident_Level,Capacity_Utilization,Bottleneck_Status,Speed_Condition,Travel_Delay_Condition,Incident_Status,Accident_Flag,Peak_Traffic_Status,Congestion_Score,Calculated_Congestion_Level,Congestion_Reasons,Estimated_Lanes,Saturation_Flow,Number_of_Phases,Phase_1_Flow,Phase_2_Flow,Phase_1_Flow_Ratio,Phase_2_Flow_Ratio,Baseline_Cycle,Lost_Time,Available_Green_Time,Phase_1_Baseline_Green,Phase_2_Baseline_Green,Webster_Y,Webster_Status,Webster_Optimal_Cycle,Webster_Cycle_Capped,Webster_Optimal_Cycle_Practical,Webster_Available_Green,Webster_Phase_1_Green,Webster_Phase_2_Green,Cycle_Change_Seconds,Phase_1_Green_Change,Phase_2_Green_Change,Decision_Priority,Decision_Status
AN004,RN07,22234,100.0,22234.0,54.27470559,1.203029419,73.53747661,2,1.0,SEVERE_BOTTLENECK,HIGH_SPEED,LOW_DELAY,MODERATE_INCIDENT,YES,NORMAL_TRAFFIC,59.28,HIGH,"HIGH_CAPACITY_UTILIZATION, INCIDENT_PRESENT",15,27000,2,12228.7,10005.3,0.4529,0.3706,100,8,92,50.6,41.4,0.8235,VALID,96.32,False,96.32,88.32,48.57,39.75,-3.68,-2.03,-1.65,HIGH,WEBSTER_TIMING_AVAILABLE
AN005,RIN08,15655,82.11737724,19064.17438813953,62.07996491,1.292360731,46.60234228,0,0.8211737724,AT_RISK,HIGH_SPEED,MODERATE_DELAY,NO_INCIDENT,NO,NORMAL_TRAFFIC,50.9,HIGH,NORMAL_TRAFFIC_CONDITION,13,23400,2,8610.25,7044.75,0.368,0.3011,100,8,92,50.6,41.4,0.6691,VALID,51.38,False,51.38,43.38,23.86,19.52,-48.62,-26.74,-21.88,MEDIUM,WEBSTER_TIMING_AVAILABLE
AN006,RIN10,10624,56.24896257,18887.459456303357,52.14642952,1.367025153,27.71663808,1,0.5624896257,NORMAL,HIGH_SPEED,MODERATE_DELAY,LOW_INCIDENT,YES,NORMAL_TRAFFIC,47.57,MODERATE,INCIDENT_PRESENT,13,23400,2,5843.2,4780.8,0.2497,0.2043,80,8,72,39.6,32.4,0.454,VALID,31.14,False,31.14,23.14,12.73,10.41,-48.86,-26.87,-21.99,MEDIUM,WEBSTER_TIMING_AVAILABLE
AN007,RIN12,8926,46.55790787,19171.823667256205,55.87786778,1.285154555,31.13578756,0,0.4655790787,NORMAL,HIGH_SPEED,MODERATE_DELAY,NO_INCIDENT,NO,NORMAL_TRAFFIC,38.46,MODERATE,NORMAL_TRAFFIC_CONDITION,13,23400,2,4909.3,4016.7,0.2098,0.1717,80,8,72,39.6,32.4,0.3815,VALID,27.49,False,27.49,19.49,10.72,8.77,-52.51,-28.88,-23.63,MEDIUM,WEBSTER_TIMING_AVAILABLE
AN001,RIN01,12961,60.13032316,21554.84840071829,44.84060887,1.103424554,39.59932438,2,0.6013032316,NORMAL,NORMAL_SPEED,LOW_DELAY,MODERATE_INCIDENT,YES,NORMAL_TRAFFIC,41.99,MODERATE,INCIDENT_PRESENT,15,27000,2,7128.55,5832.45,0.264,0.216,80,8,72,39.6,32.4,0.48,VALID,32.69,False,32.69,24.69,13.58,11.11,-47.31,-26.02,-21.29,MEDIUM,WEBSTER_TIMING_AVAILABLE
AN001,RIN02,36453,100.0,36453.0,26.71875092,1.5,100.0,1,1.0,SEVERE_BOTTLENECK,VERY_LOW_SPEED,SEVERE_DELAY,LOW_INCIDENT,YES,NORMAL_TRAFFIC,81.2,SEVERE,"HIGH_CAPACITY_UTILIZATION, LOW_SPEED, HIGH_TRAVEL_DELAY, INCIDENT_PRESENT",25,45000,2,20049.15,16403.85,0.4455,0.3645,120,8,112,61.6,50.4,0.81,VALID,89.47,False,89.47,81.47,44.81,36.66,-30.53,-16.79,-13.74,HIGH,WEBSTER_TIMING_AVAILABLE
AN003,RIN05,28934,100.0,28934.0,36.90398087,1.5,95.91466655,1,1.0,SEVERE_BOTTLENECK,LOW_SPEED,SEVERE_DELAY,LOW_INCIDENT,YES,NORMAL_TRAFFIC,76.62,SEVERE,"HIGH_CAPACITY_UTILIZATION, LOW_SPEED, HIGH_TRAVEL_DELAY, INCIDENT_PRESENT",20,36000,2,15913.7,13020.3,0.442,0.3617,120,8,112,61.6,50.4,0.8037,VALID,86.6,False,86.6,78.6,43.23,35.37,-33.4,-18.37,-15.03,HIGH,WEBSTER_TIMING_AVAILABLE
AN004,RIN06,41315,100.0,41315.0,36.46654491,1.5,100.0,2,1.0,SEVERE_BOTTLENECK,LOW_SPEED,SEVERE_DELAY,MODERATE_INCIDENT,YES,HIGH_TRAFFIC,80.48,SEVERE,"HIGH_CAPACITY_UTILIZATION, LOW_SPEED, HIGH_TRAVEL_DELAY, INCIDENT_PRESENT",28,50400,2,22723.25,18591.75,0.4509,0.3689,120,8,112,61.6,50.4,0.8198,VALID,94.34,False,94.34,86.34,47.49,38.85,-25.66,-14.11,-11.55,HIGH,WEBSTER_TIMING_AVAILABLE
AN004,RN07,24116,100.0,24116.0,41.15711629,1.116160949,81.68120349,4,1.0,SEVERE_BOTTLENECK,NORMAL_SPEED,LOW_DELAY,HIGH_INCIDENT,YES,NORMAL_TRAFFIC,61.98,HIGH,"HIGH_CAPACITY_UTILIZATION, INCIDENT_PRESENT",17,30600,2,13263.8,10852.2,0.4335,0.3546,100,8,92,50.6,41.4,0.7881,VALID,80.23,False,80.23,72.23,39.73,32.5,-19.77,-10.87,-8.9,HIGH,WEBSTER_TIMING_AVAILABLE
AN005,RIN08,40851,100.0,40851.0,36.10306965,1.5,100.0,4,1.0,SEVERE_BOTTLENECK,LOW_SPEED,SEVERE_DELAY,HIGH_INCIDENT,YES,HIGH_TRAFFIC,82.49,SEVERE,"HIGH_CAPACITY_UTILIZATION, LOW_SPEED, HIGH_TRAVEL_DELAY, INCIDENT_PRESENT",28,50400,2,22468.05,18382.95,0.4458,0.3647,120,8,112,61.6,50.4,0.8105,VALID,89.71,False,89.71,81.71,44.94,36.77,-30.29,-16.66,-13.63,HIGH,WEBSTER_TIMING_AVAILABLE
AN006,RIN11,18414,96.29432637,19122.62195931077,48.87624591,1.058941384,66.9764986,0,0.9629432637,BOTTLENECK,HIGH_SPEED,LOW_DELAY,NO_INCIDENT,NO,NORMAL_TRAFFIC,50.92,HIGH,HIGH_CAPACITY_UTILIZATION,13,23400,2,10127.7,8286.3,0.4328,0.3541,100,8,92,50.6,41.4,0.7869,VALID,79.77,False,79.77,71.77,39.47,32.3,-20.23,-11.13,-9.1,HIGH,WEBSTER_TIMING_AVAILABLE
AN007,RIN13,21917,100.0,21917.0,48.14509973,1.28685822,78.18691765,0,1.0,SEVERE_BOTTLENECK,HIGH_SPEED,MODERATE_DELAY,NO_INCIDENT,NO,NORMAL_TRAFFIC,62.32,HIGH,HIGH_CAPACITY_UTILIZATION,15,27000,2,12054.35,9862.65,0.4465,0.3653,100,8,92,50.6,41.4,0.8118,VALID,90.33,False,90.33,82.33,45.28,37.05,-9.67,-5.32,-4.35,HIGH,WEBSTER_TIMING_AVAILABLE
AN001,RIN02,36484,100.0,36484.0,37.02996861,1.5,100.0,2,1.0,SEVERE_BOTTLENECK,LOW_SPEED,SEVERE_DELAY,MODERATE_INCIDENT,YES,NORMAL_TRAFFIC,79.25,SEVERE,"HIGH_CAPACITY_UTILIZATION, LOW_SPEED, HIGH_TRAVEL_DELAY, INCIDENT_PRESENT",25,45000,2,20066.2,16417.8,0.4459,0.3648,120,8,112,61.6,50.4,0.8107,VALID,89.8,False,89.8,81.8,44.99,36.81,-30.2,-16.61,-13.59,HIGH,WEBSTER_TIMING_AVAILABLE
AN002,RIN03,16876,85.6586124,19701.463200447542,55.43439068,1.072193758,58.39731905,0,0.856586124,AT_RISK,HIGH_SPEED,LOW_DELAY,NO_INCIDENT,NO,NORMAL_TRAFFIC,45.51,MODERATE,NORMAL_TRAFFIC_CONDITION,14,25200,2,9281.8,7594.2,0.3683,0.3014,80,8,72,39.6,32.4,0.6697,VALID,51.47,False,51.47,43.47,23.91,19.56,-28.53,-15.69,-12.84,MEDIUM,WEBSTER_TIMING_AVAILABLE
AN004,RIN06,55105,100.0,55105.0,42.38848365,1.5,100.0,4,1.0,SEVERE_BOTTLENECK,NORMAL_SPEED,SEVERE_DELAY,HIGH_INCIDENT,YES,PEAK_TRAFFIC,83.84,SEVERE,"HIGH_CAPACITY_UTILIZATION, HIGH_TRAVEL_DELAY, INCIDENT_PRESENT, PEAK_TRAFFIC_VOLUME",37,66600,2,30307.75,24797.25,0.4551,0.3723,120,8,112,61.6,50.4,0.8274,VALID,98.49,False,98.49,90.49,49.77,40.72,-21.51,-11.83,-9.68,HIGH,WEBSTER_TIMING_AVAILABLE
AN004,RN07,38292,100.0,38292.0,20.32672384,1.5,100.0,1,1.0,SEVERE_BOTTLENECK,VERY_LOW_SPEED,SEVERE_DELAY,LOW_INCIDENT,YES,HIGH_TRAFFIC,83.44,SEVERE,"HIGH_CAPACITY_UTILIZATION, LOW_SPEED, HIGH_TRAVEL_DELAY, INCIDENT_PRESENT",26,46800,2,21060.6,17231.4,0.45,0.3682,120,8,112,61.6,50.4,0.8182,VALID,93.51,False,93.51,85.51,47.03,38.48,-26.49,-14.57,-11.92,HIGH,WEBSTER_TIMING_AVAILABLE
AN006,RIN11,43966,100.0,43966.0,38.11083935,1.5,100.0,0,1.0,SEVERE_BOTTLENECK,LOW_SPEED,SEVERE_DELAY,NO_INCIDENT,NO,HIGH_TRAFFIC,78.6,SEVERE,"HIGH_CAPACITY_UTILIZATION, LOW_SPEED, HIGH_TRAVEL_DELAY",30,54000,2,24181.3,19784.7,0.4478,0.3664,120,8,112,61.6,50.4,0.8142,VALID,91.5,False,91.5,83.5,45.92,37.58,-28.5,-15.68,-12.82,HIGH,WEBSTER_TIMING_AVAILABLE
AN001,RIN01,34571,100.0,34571.0,25.95018902,1.5,100.0,3,1.0,SEVERE_BOTTLENECK,VERY_LOW_SPEED,SEVERE_DELAY,HIGH_INCIDENT,YES,NORMAL_TRAFFIC,83.01,SEVERE,"HIGH_CAPACITY_UTILIZATION, LOW_SPEED, HIGH_TRAVEL_DELAY, INCIDENT_PRESENT",24,43200,2,19014.05,15556.95,0.4401,0.3601,120,8,112,61.6,50.4,0.8002,VALID,85.09,False,85.09,77.09,42.4,34.69,-34.91,-19.2,-15.71,HIGH,WEBSTER_TIMING_AVAILABLE
AN001,RIN02,22692,100.0,22692.0,55.14316925,1.177583979,84.77349153,1,1.0,SEVERE_BOTTLENECK,HIGH_SPEED,LOW_DELAY,LOW_INCIDENT,YES,NORMAL_TRAFFIC,57.11,HIGH,"HIGH_CAPACITY_UTILIZATION, INCIDENT_PRESENT",16,28800,2,12480.6,10211.4,0.4334,0.3546,100,8,92,50.6,41.4,0.788,VALID,80.19,False,80.19,72.19,39.7,32.49,-19.81,-10.9,-8.91,HIGH,WEBSTER_TIMING_AVAILABLE
AN002,RIN03,27452,100.0,27452.0,20.0,1.5,98.54069692,1,1.0,SEVERE_BOTTLENECK,VERY_LOW_SPEED,SEVERE_DELAY,LOW_INCIDENT,YES,NORMAL_TRAFFIC,81.14,SEVERE,"HIGH_CAPACITY_UTILIZATION, LOW_SPEED, HIGH_TRAVEL_DELAY, INCIDENT_PRESENT",19,34200,2,15098.6,12353.4,0.4415,0.3612,120,8,112,61.6,50.4,0.8027,VALID,86.16,False,86.16,78.16,42.99,35.17,-33.84,-18.61,-15.23,HIGH,WEBSTER_TIMING_AVAILABLE
AN002,RIN14,9371,48.46372955,19336.109884675603,44.73795624,1.267520887,24.30839574,0,0.4846372954999999,NORMAL,NORMAL_SPEED,MODERATE_DELAY,NO_INCIDENT,NO,NORMAL_TRAFFIC,41.71,MODERATE,NORMAL_TRAFFIC_CONDITION,13,23400,2,5154.05,4216.95,0.2203,0.1802,80,8,72,39.6,32.4,0.4005,VALID,28.36,False,28.36,20.36,11.2,9.16,-51.64,-28.4,-23.24,MEDIUM,WEBSTER_TIMING_AVAILABLE
AN003,RIN04,47660,100.0,47660.0,33.57682727,1.5,100.0,2,1.0,SEVERE_BOTTLENECK,LOW_SPEED,SEVERE_DELAY,MODERATE_INCIDENT,YES,PEAK_TRAFFIC,82.72,SEVERE,"HIGH_CAPACITY_UTILIZATION, LOW_SPEED, HIGH_TRAVEL_DELAY, INCIDENT_PRESENT, PEAK_TRAFFIC_VOLUME",32,57600,2,26213.0,21447.0,0.4551,0.3723,120,8,112,61.6,50.4,0.8274,VALID,98.49,False,98.49,90.49,49.77,40.72,-21.51,-11.83,-9.68,HIGH,WEBSTER_TIMING_AVAILABLE
AN008,RIN16,14025,68.97984315,20332.026516067832,35.60141848,1.378666732,53.32784241,1,0.6897984315,NORMAL,LOW_SPEED,MODERATE_DELAY,LOW_INCIDENT,YES,NORMAL_TRAFFIC,57.98,HIGH,"LOW_SPEED, INCIDENT_PRESENT",14,25200,2,7713.75,6311.25,0.3061,0.2504,100,8,92,50.6,41.4,0.5565,VALID,38.33,False,38.33,30.33,16.68,13.65,-61.67,-33.92,-27.75,HIGH,WEBSTER_TIMING_AVAILABLE
AN004,RIN06,44839,100.0,44839.0,36.0230377,1.5,100.0,2,1.0,SEVERE_BOTTLENECK,LOW_SPEED,SEVERE_DELAY,MODERATE_INCIDENT,YES,HIGH_TRAFFIC,81.39,SEVERE,"HIGH_CAPACITY_UTILIZATION, LOW_SPEED, HIGH_TRAVEL_DELAY, INCIDENT_PRESENT",30,54000,2,24661.45,20177.55,0.4567,0.3737,120,8,112,61.6,50.4,0.8304,VALID,100.24,False,100.24,92.24,50.73,41.51,-19.76,-10.87,-8.89,HIGH,WEBSTER_TIMING_AVAILABLE
AN004,RN07,52327,100.0,52327.0,36.1265709,1.5,100.0,4,1.0,SEVERE_BOTTLENECK,LOW_SPEED,SEVERE_DELAY,HIGH_INCIDENT,YES,PEAK_TRAFFIC,85.02,SEVERE,"HIGH_CAPACITY_UTILIZATION, LOW_SPEED, HIGH_TRAVEL_DELAY, INCIDENT_PRESENT, PEAK_TRAFFIC_VOLUME",35,63000,2,28779.85,23547.15,0.4568,0.3738,120,8,112,61.6,50.4,0.8306,VALID,100.35,False,100.35,92.35,50.79,41.56,-19.65,-10.81,-8.84,HIGH,WEBSTER_TIMING_AVAILABLE
AN007,RIN12,21064,100.0,21064.0,54.80589487,1.394749987,60.62520693,1,1.0,SEVERE_BOTTLENECK,HIGH_SPEED,MODERATE_DELAY,LOW_INCIDENT,YES,NORMAL_TRAFFIC,65.54,HIGH,"HIGH_CAPACITY_UTILIZATION, INCIDENT_PRESENT",15,27000,2,11585.2,9478.8,0.4291,0.3511,100,8,92,50.6,41.4,0.7802,VALID,77.34,False,77.34,69.34,38.14,31.2,-22.66,-12.46,-10.2,HIGH,WEBSTER_TIMING_AVAILABLE
AN001,RIN01,36933,100.0,36933.0,45.12011476,1.5,100.0,2,1.0,SEVERE_BOTTLENECK,NORMAL_SPEED,SEVERE_DELAY,MODERATE_INCIDENT,YES,NORMAL_TRAFFIC,77.04,SEVERE,"HIGH_CAPACITY_UTILIZATION, HIGH_TRAVEL_DELAY, INCIDENT_PRESENT",25,45000,2,20313.15,16619.85,0.4514,0.3693,120,8,112,61.6,50.4,0.8207,VALID,94.81,False,94.81,86.81,47.75,39.06,-25.19,-13.85,-11.34,HIGH,WEBSTER_TIMING_AVAILABLE
AN001,RIN02,24354,100.0,24354.0,42.75462811,1.143283332,89.46138669,1,1.0,SEVERE_BOTTLENECK,NORMAL_SPEED,LOW_DELAY,LOW_INCIDENT,YES,NORMAL_TRAFFIC,59.66,HIGH,"HIGH_CAPACITY_UTILIZATION, INCIDENT_PRESENT",17,30600,2,13394.7,10959.3,0.4377,0.3581,100,8,92,50.6,41.4,0.7958,VALID,83.25,False,83.25,75.25,41.39,33.86,-16.75,-9.21,-7.54,HIGH,WEBSTER_TIMING_AVAILABLE
AN002,RIN03,22316,100.0,22316.0,47.1726038,1.306973816,67.34263981,0,1.0,SEVERE_BOTTLENECK,HIGH_SPEED,MODERATE_DELAY,NO_INCIDENT,NO,NORMAL_TRAFFIC,63.49,HIGH,HIGH_CAPACITY_UTILIZATION,15,27000,2,12273.8,10042.2,0.4546,0.3719,100,8,92,50.6,41.4,0.8265,VALID,97.98,False,97.98,89.98,49.49,40.49,-2.02,-1.11,-0.91,HIGH,WEBSTER_TIMING_AVAILABLE
AN003,RIN04,45738,100.0,45738.0,36.73173373,1.5,100.0,0,1.0,SEVERE_BOTTLENECK,LOW_SPEED,SEVERE_DELAY,NO_INCIDENT,NO,HIGH_TRAFFIC,79.39,SEVERE,"HIGH_CAPACITY_UTILIZATION, LOW_SPEED, HIGH_TRAVEL_DELAY",31,55800,2,25155.9,20582.1,0.4508,0.3689,120,8,112,61.6,50.4,0.8197,VALID,94.29,False,94.29,86.29,47.46,38.83,-25.71,-14.14,-11.57,HIGH,WEBSTER_TIMING_AVAILABLE
AN003,RIN05,45112,100.0,45112.0,45.19135082,1.5,100.0,2,1.0,SEVERE_BOTTLENECK,NORMAL_SPEED,SEVERE_DELAY,MODERATE_INCIDENT,YES,HIGH_TRAFFIC,78.82,SEVERE,"HIGH_CAPACITY_UTILIZATION, HIGH_TRAVEL_DELAY, INCIDENT_PRESENT",31,55800,2,24811.6,20300.4,0.4447,0.3638,120,8,112,61.6,50.4,0.8085,VALID,88.77,False,88.77,80.77,44.43,36.34,-31.23,-17.17,-14.06,HIGH,WEBSTER_TIMING_AVAILABLE
AN004,RIN06,35428,100.0,35428.0,47.14044047,1.5,100.0,4,1.0,SEVERE_BOTTLENECK,HIGH_SPEED,SEVERE_DELAY,HIGH_INCIDENT,YES,NORMAL_TRAFFIC,78.12,SEVERE,"HIGH_CAPACITY_UTILIZATION, HIGH_TRAVEL_DELAY, INCIDENT_PRESENT",24,43200,2,19485.4,15942.6,0.4511,0.369,120,8,112,61.6,50.4,0.8201,VALID,94.5,False,94.5,86.5,47.58,38.92,-25.5,-14.02,-11.48,HIGH,WEBSTER_TIMING_AVAILABLE
AN005,RIN09,8636,47.86823157,18041.192909688267,55.17297524,1.239182834,19.08925933,0,0.4786823156999999,NORMAL,HIGH_SPEED,LOW_DELAY,NO_INCIDENT,NO,NORMAL_TRAFFIC,37.21,MODERATE,NORMAL_TRAFFIC_CONDITION,13,23400,2,4749.8,3886.2,0.203,0.1661,80,8,72,39.6,32.4,0.3691,VALID,26.95,False,26.95,18.95,10.42,8.53,-53.05,-29.18,-23.87,MEDIUM,WEBSTER_TIMING_AVAILABLE
AN007,RIN13,8730,40.0101406,21819.46843745908,21.95761398,1.103674035,19.16874963,0,0.400101406,NORMAL,VERY_LOW_SPEED,LOW_DELAY,NO_INCIDENT,NO,NORMAL_TRAFFIC,38.58,MODERATE,LOW_SPEED,15,27000,2,4801.5,3928.5,0.1778,0.1455,80,8,72,39.6,32.4,0.3233,VALID,25.12,False,25.12,17.12,9.42,7.7,-54.88,-30.18,-24.7,MEDIUM,WEBSTER_TIMING_AVAILABLE
AN001,RIN01,21801,100.0,21801.0,51.73526999,1.272354498,63.49086023,0,1.0,SEVERE_BOTTLENECK,HIGH_SPEED,MODERATE_DELAY,NO_INCIDENT,NO,NORMAL_TRAFFIC,60.69,HIGH,HIGH_CAPACITY_UTILIZATION,15,27000,2,11990.55,9810.45,0.4441,0.3634,100,8,92,50.6,41.4,0.8075,VALID,88.31,False,88.31,80.31,44.17,36.14,-11.69,-6.43,-5.26,HIGH,WEBSTER_TIMING_AVAILABLE
AN002,RIN14,8157,43.06089093,18942.9429438886,46.94455192,1.170912841,33.21601634,0,0.4306089093,NORMAL,HIGH_SPEED,LOW_DELAY,NO_INCIDENT,NO,NORMAL_TRAFFIC,35.05,MODERATE,NORMAL_TRAFFIC_CONDITION,13,23400,2,4486.35,3670.65,0.1917,0.1569,80,8,72,39.6,32.4,0.3486,VALID,26.1,False,26.1,18.1,9.95,8.15,-53.9,-29.65,-24.25,MEDIUM,WEBSTER_TIMING_AVAILABLE
AN003,RIN04,29507,100.0,29507.0,42.61952795,1.5,89.1693813,1,1.0,SEVERE_BOTTLENECK,NORMAL_SPEED,SEVERE_DELAY,LOW_INCIDENT,YES,NORMAL_TRAFFIC,75.11,SEVERE,"HIGH_CAPACITY_UTILIZATION, HIGH_TRAVEL_DELAY, INCIDENT_PRESENT",20,36000,2,16228.85,13278.15,0.4508,0.3688,120,8,112,61.6,50.4,0.8196,VALID,94.24,False,94.24,86.24,47.43,38.81,-25.76,-14.17,-11.59,HIGH,WEBSTER_TIMING_AVAILABLE
AN003,RIN05,44282,100.0,44282.0,48.06863843,1.5,100.0,1,1.0,SEVERE_BOTTLENECK,HIGH_SPEED,SEVERE_DELAY,LOW_INCIDENT,YES,HIGH_TRAFFIC,76.82,SEVERE,"HIGH_CAPACITY_UTILIZATION, HIGH_TRAVEL_DELAY, INCIDENT_PRESENT",30,54000,2,24355.1,19926.9,0.451,0.369,120,8,112,61.6,50.4,0.82,VALID,94.44,False,94.44,86.44,47.54,38.9,-25.56,-14.06,-11.5,HIGH,WEBSTER_TIMING_AVAILABLE
AN008,RIN16,6162,29.84871726,20644.10321664858,49.04223287,1.367648402,17.3732524,0,0.2984871726,NORMAL,HIGH_SPEED,MODERATE_DELAY,NO_INCIDENT,NO,NORMAL_TRAFFIC,37.26,MODERATE,NORMAL_TRAFFIC_CONDITION,14,25200,2,3389.1,2772.9,0.1345,0.11,80,8,72,39.6,32.4,0.2445,VALID,22.5,False,22.5,14.5,7.98,6.52,-57.5,-31.62,-25.88,MEDIUM,WEBSTER_TIMING_AVAILABLE
AN008,RIN15,10676,52.57374559,20306.71370318091,63.53306512,1.278478145,41.47102449,2,0.5257374559,NORMAL,HIGH_SPEED,MODERATE_DELAY,MODERATE_INCIDENT,YES,NORMAL_TRAFFIC,40.49,MODERATE,INCIDENT_PRESENT,14,25200,2,5871.8,4804.2,0.233,0.1906,80,8,72,39.6,32.4,0.4236,VALID,29.49,False,29.49,21.49,11.82,9.67,-50.51,-27.78,-22.73,MEDIUM,WEBSTER_TIMING_AVAILABLE
AN004,RN07,36951,100.0,36951.0,44.3633531,1.5,100.0,3,1.0,SEVERE_BOTTLENECK,NORMAL_SPEED,SEVERE_DELAY,HIGH_INCIDENT,YES,NORMAL_TRAFFIC,78.26,SEVERE,"HIGH_CAPACITY_UTILIZATION, HIGH_TRAVEL_DELAY, INCIDENT_PRESENT",25,45000,2,20323.05,16627.95,0.4516,0.3695,120,8,112,61.6,50.4,0.8211,VALID,95.03,False,95.03,87.03,47.87,39.16,-24.97,-13.73,-11.24,HIGH,WEBSTER_TIMING_AVAILABLE
AN005,RIN09,26203,100.0,26203.0,25.42790713,1.5,85.01015481,3,1.0,SEVERE_BOTTLENECK,VERY_LOW_SPEED,SEVERE_DELAY,HIGH_INCIDENT,YES,NORMAL_TRAFFIC,81.3,SEVERE,"HIGH_CAPACITY_UTILIZATION, LOW_SPEED, HIGH_TRAVEL_DELAY, INCIDENT_PRESENT",18,32400,2,14411.65,11791.35,0.4448,0.3639,120,8,112,61.6,50.4,0.8087,VALID,88.87,False,88.87,80.87,44.48,36.39,-31.13,-17.12,-14.01,HIGH,WEBSTER_TIMING_AVAILABLE
AN006,RIN10,32189,100.0,32189.0,20.0,1.5,100.0,1,1.0,SEVERE_BOTTLENECK,VERY_LOW_SPEED,SEVERE_DELAY,LOW_INCIDENT,YES,NORMAL_TRAFFIC,82.18,SEVERE,"HIGH_CAPACITY_UTILIZATION, LOW_SPEED, HIGH_TRAVEL_DELAY, INCIDENT_PRESENT",22,39600,2,17703.95,14485.05,0.4471,0.3658,120,8,112,61.6,50.4,0.8129,VALID,90.86,False,90.86,82.86,45.57,37.29,-29.14,-16.03,-13.11,HIGH,WEBSTER_TIMING_AVAILABLE
AN001,RIN01,12521,65.21566165,19199.37586035363,53.33167434,1.100020471,38.16562855,1,0.6521566165,NORMAL,HIGH_SPEED,LOW_DELAY,LOW_INCIDENT,YES,NORMAL_TRAFFIC,40.11,MODERATE,INCIDENT_PRESENT,13,23400,2,6886.55,5634.45,0.2943,0.2408,80,8,72,39.6,32.4,0.5351,VALID,36.57,False,36.57,28.57,15.71,12.86,-43.43,-23.89,-19.54,MEDIUM,WEBSTER_TIMING_AVAILABLE
AN001,RIN02,50643,100.0,50643.0,44.85918395,1.5,100.0,0,1.0,SEVERE_BOTTLENECK,NORMAL_SPEED,SEVERE_DELAY,NO_INCIDENT,NO,PEAK_TRAFFIC,78.14,SEVERE,"HIGH_CAPACITY_UTILIZATION, HIGH_TRAVEL_DELAY, PEAK_TRAFFIC_VOLUME",34,61200,2,27853.65,22789.35,0.4551,0.3724,120,8,112,61.6,50.4,0.8275,VALID,98.55,False,98.55,90.55,49.8,40.75,-21.45,-11.8,-9.65,HIGH,WEBSTER_TIMING_AVAILABLE
AN002,RIN03,9404,45.14123037,20832.39628809435,45.23623325,1.102885083,38.40695854,1,0.4514123037,NORMAL,NORMAL_SPEED,LOW_DELAY,LOW_INCIDENT,YES,NORMAL_TRAFFIC,34.83,MODERATE,INCIDENT_PRESENT,14,25200,2,5172.2,4231.8,0.2052,0.1679,80,8,72,39.6,32.4,0.3731,VALID,27.12,False,27.12,19.12,10.52,8.6,-52.88,-29.08,-23.8,MEDIUM,WEBSTER_TIMING_AVAILABLE
AN002,RIN14,17178,89.21995946,19253.53934699042,28.95141791,1.295328412,64.76344342,1,0.8921995946,AT_RISK,VERY_LOW_SPEED,MODERATE_DELAY,LOW_INCIDENT,YES,NORMAL_TRAFFIC,64.34,HIGH,"LOW_SPEED, INCIDENT_PRESENT",13,23400,2,9447.9,7730.1,0.4038,0.3303,100,8,92,50.6,41.4,0.7341,VALID,63.93,False,63.93,55.93,30.76,25.17,-36.07,-19.84,-16.23,HIGH,WEBSTER_TIMING_AVAILABLE
AN008,RIN15,5995,26.0200673,23039.909662339727,47.23262109,1.054134217,18.88757436,2,0.260200673,NORMAL,HIGH_SPEED,LOW_DELAY,MODERATE_INCIDENT,YES,NORMAL_TRAFFIC,25.86,MODERATE,INCIDENT_PRESENT,16,28800,2,3297.25,2697.75,0.1145,0.0937,80,8,72,39.6,32.4,0.2082,VALID,21.47,False,21.47,13.47,7.41,6.06,-58.53,-32.19,-26.34,MEDIUM,WEBSTER_TIMING_AVAILABLE
AN004,RIN06,45284,100.0,45284.0,37.86444339,1.5,100.0,3,1.0,SEVERE_BOTTLENECK,LOW_SPEED,SEVERE_DELAY,HIGH_INCIDENT,YES,HIGH_TRAFFIC,81.96,SEVERE,"HIGH_CAPACITY_UTILIZATION, LOW_SPEED, HIGH_TRAVEL_DELAY, INCIDENT_PRESENT",31,55800,2,24906.2,20377.8,0.4463,0.3652,120,8,112,61.6,50.4,0.8115,VALID,90.19,False,90.19,82.19,45.2,36.99,-29.81,-16.4,-13.41,HIGH,WEBSTER_TIMING_AVAILABLE
AN004,RN07,38497,100.0,38497.0,41.13377223,1.5,100.0,4,1.0,SEVERE_BOTTLENECK,NORMAL_SPEED,SEVERE_DELAY,HIGH_INCIDENT,YES,HIGH_TRAFFIC,80.52,SEVERE,"HIGH_CAPACITY_UTILIZATION, HIGH_TRAVEL_DELAY, INCIDENT_PRESENT",26,46800,2,21173.35,17323.65,0.4524,0.3702,120,8,112,61.6,50.4,0.8226,VALID,95.83,False,95.83,87.83,48.3,39.53,-24.17,-13.3,-10.87,HIGH,WEBSTER_TIMING_AVAILABLE
